project_id,domain,client_type,allocated_time,budget_adequacy,team_size_adequacy,methodology,tz_quality,stakeholder_involvement,risk_skill_gap,actual_duration,delay_percentage,completed_on_time
138,enterprise_system,sme,6,0.5161246463722149,1.4196803136410496,agile,0.9371180704001572,0.25129229482466203,True,8,33.33333333333333,False
139,mobile_app,government,33,0.8726571298941472,1.0419150777752535,agile,0.7116933859456496,0.4109017472249621,True,51,54.54545454545454,False
140,data_analytics,sme,7,0.8517098179588083,0.7217153849691558,agile,0.338337998101809,0.7851442866628243,False,6,-14.28571428571429,True
141,data_analytics,sme,6,1.0434844285830145,0.912130011980855,hybrid,0.7462055397868159,0.9588082217287794,False,5,-16.666666666666664,True
142,web_development,large_corporate,24,0.5727362617771965,0.8632819930707059,agile,0.5417624218254677,0.4342905555820591,False,30,25.0,False
143,mobile_app,sme,15,1.2901313737261084,1.1992270934155012,hybrid,0.6732230378842985,0.8464601981790422,False,20,33.33333333333333,False
144,mobile_app,large_corporate,7,0.7177808017675685,1.52159729679662,agile,0.7872512280184865,0.2717130389282548,False,7,0.0,True
145,web_development,large_corporate,14,1.1770378148820102,0.9693285049249005,hybrid,0.6119578812115558,0.826461793182242,False,12,-14.28571428571429,True
146,web_development,sme,7,1.3032121232440932,0.6168979094208651,agile,0.851187179658647,0.691744653330626,True,8,14.28571428571428,False
147,enterprise_system,large_corporate,24,1.0618769562415131,1.3265123099706595,hybrid,0.7777244634533023,0.27346915649113157,False,29,20.833333333333325,False
148,mobile_app,large_corporate,23,1.2408832067219855,1.4480632851025608,hybrid,0.6920586720148085,0.37225356431627044,False,23,0.0,True
149,web_development,large_corporate,17,1.1618603122150055,1.9480186916025333,hybrid,0.3206342526658812,0.2185937997373324,False,13,-23.529411764705888,True
150,web_development,sme,15,0.8555297971520076,1.4252591243305455,agile,0.8687592887292548,0.44467030995788204,False,16,6.666666666666665,True
151,data_analytics,large_corporate,35,1.3088585390335652,1.2596415831293986,hybrid,0.9487244682558529,0.28328377701094964,False,33,-5.714285714285716,True
152,web_development,government,12,0.794701369885528,1.4027622762567853,agile,0.3095720990474359,0.6795981582674262,True,19,58.33333333333333,False
153,web_development,sme,6,1.071212917751517,1.8990608818068377,agile,0.5905929035467445,0.9950545937985028,False,7,16.666666666666675,False
154,mobile_app,sme,16,1.2453977391415396,1.7597294038423046,agile,0.4071109935764036,0.11080824677583773,True,23,43.75,False
155,data_analytics,government,43,0.8789559098125076,1.0521702267093311,agile,0.8036186459404517,0.5868278319585688,True,63,46.51162790697674,False
156,web_development,large_corporate,7,0.802767607617425,0.9321561091199921,hybrid,0.77730370880376,0.6162999377941087,False,7,0.0,True
157,enterprise_system,government,10,0.9593460101728227,0.967687057312503,agile,0.312708096456319,0.9227879107127307,False,9,-9.999999999999998,True
158,enterprise_system,large_corporate,16,1.3179634943491536,1.3061894556012983,waterfall,0.9016218170093098,0.5554048012902438,True,14,-12.5,True
159,web_development,large_corporate,12,1.4299217631456647,1.6416692317200088,waterfall,0.3447784511824018,0.5893312776804257,False,19,58.33333333333333,False
160,enterprise_system,sme,7,1.0450834128598903,1.304506890056147,waterfall,0.8378072205184861,0.5244875211955498,False,8,14.28571428571428,False
161,mobile_app,sme,24,1.1614662053236517,0.6949149541593576,waterfall,0.565584287702404,0.34201387410533324,False,29,20.833333333333325,False
162,enterprise_system,sme,49,1.4032736222389142,1.6130129806159732,agile,0.462617834846521,0.15042621992402233,False,69,40.816326530612244,False
163,enterprise_system,large_corporate,14,0.5985468514129424,1.7283581801393355,waterfall,0.3265914101393708,0.46779191398885256,False,29,107.14285714285717,False
164,mobile_app,sme,7,0.732078577866165,1.0052970111676074,agile,0.3340914049173035,0.14733232411661068,False,8,14.28571428571428,False
165,web_development,large_corporate,5,1.2089000062515824,1.5297760349966905,hybrid,0.7295124437607203,0.595443222519326,False,6,19.999999999999996,False
166,data_analytics,internal,14,1.3237444619122996,1.1972286614761507,hybrid,0.6403443103576965,0.3765642789180639,False,13,-7.14285714285714,True
167,mobile_app,sme,24,1.357029028330578,1.8447670980184196,hybrid,0.2976683373209862,0.5802421613728851,False,17,-29.166666666666664,True
168,web_development,government,16,0.9151071768549326,1.7833157814250358,agile,0.29015828835066015,0.22086726795566802,False,28,75.0,False
169,web_development,sme,12,0.5893399022918668,1.3356047976334993,agile,0.2578484598182332,0.9393669691654236,True,12,0.0,True
170,enterprise_system,large_corporate,9,0.9377814772996199,1.5681077641390322,agile,0.7950138778988354,0.9050691191949414,True,9,0.0,True
171,enterprise_system,sme,6,0.7307345902070538,1.8366895814309454,agile,0.7695056681834314,0.27099685828205605,True,10,66.66666666666667,False
172,web_development,government,20,0.7911964549966242,1.2940038141095855,agile,0.24674479268366012,0.4090998549646089,False,23,14.999999999999991,False
173,mobile_app,government,21,1.2722675568375057,1.0385510366843507,waterfall,0.6482160604775784,0.6521434946667817,False,20,-4.761904761904767,True
174,web_development,sme,5,0.5755270860258869,1.6551325930734135,agile,0.26774092419415196,0.18611758657531563,False,7,39.99999999999999,False
175,enterprise_system,large_corporate,32,1.3275812174807022,0.9080927566985684,waterfall,0.9229966164871535,0.4191110390045357,False,36,12.5,False
176,web_development,sme,17,0.9276690858241691,1.1439436072084588,hybrid,0.925693935344106,0.3260010581371055,False,23,35.29411764705883,False
177,enterprise_system,large_corporate,28,1.096063931100595,1.812018131949511,waterfall,0.758586391850504,0.923965055845027,False,21,-25.0,True
178,mobile_app,sme,5,0.589652231235679,1.6141912763770412,agile,0.94095113715156,0.8672595726602846,False,5,0.0,True
179,data_analytics,sme,5,0.8373590783572796,1.165335407346499,agile,0.8491624243309526,0.6218494671401774,True,5,0.0,True
180,web_development,large_corporate,11,0.5897009190148458,0.9006423033717004,agile,0.8628308607416395,0.5683117031844168,True,15,36.36363636363635,False
181,mobile_app,large_corporate,16,1.4615437228811095,1.098355747165131,agile,0.6557662804559465,0.9376532150908574,False,14,-12.5,True
182,web_development,large_corporate,36,1.3072616493262506,0.9977458089184061,waterfall,0.4448473585729407,0.9391850046809338,False,34,-5.555555555555558,True
183,data_analytics,government,19,0.9596327543564602,0.8465250031213954,agile,0.3742392920931373,0.9723971128164943,False,19,0.0,True
184,data_analytics,large_corporate,11,0.7236025483236711,1.6406660789919192,hybrid,0.4617600176311434,0.2128409956973689,True,14,27.27272727272727,False
185,web_development,sme,7,1.4334551052498523,0.95289784159024,hybrid,0.7027963440712497,0.2445020296868532,True,10,42.85714285714286,False
186,enterprise_system,internal,25,0.8445965957269718,1.2358344582348693,waterfall,0.33812522866591915,0.709063028811898,False,31,24.0,False
187,data_analytics,sme,7,0.6609844316873748,1.1402032255705525,agile,0.4069121893098573,0.5872910289488604,False,9,28.57142857142858,False
188,enterprise_system,sme,32,1.0631643884539548,1.974908330089883,agile,0.5744486902363716,0.11661931440391238,False,42,31.25,False
189,mobile_app,sme,10,1.4437741203448162,1.1475291418075086,hybrid,0.38644007881969245,0.15577753239056744,False,12,19.999999999999996,False
190,web_development,sme,32,0.5038302905003226,0.7119754759154566,agile,0.6709149357728493,0.8992723440329247,False,36,12.5,False
191,web_development,large_corporate,18,0.7381248432539987,0.7257560536009176,agile,0.938540822765064,0.8819837159854477,False,20,11.111111111111116,False
192,data_analytics,internal,11,1.4384476404104076,1.4270552098942906,agile,0.7984714925625012,0.42154382979644067,False,12,9.090909090909083,True
193,data_analytics,sme,9,0.671085966857162,1.439108972433572,agile,0.7331412913191304,0.9019455552374812,False,8,-11.111111111111116,True
194,enterprise_system,large_corporate,10,0.6132434516398199,1.186262586675717,hybrid,0.666177180787023,0.6343075669581116,False,10,0.0,True
195,mobile_app,government,16,1.0701872157998045,1.2045811692368416,agile,0.5903583274056519,0.8253150823170117,False,15,-6.25,True
196,mobile_app,large_corporate,13,1.36184382329483,0.6755056159772197,waterfall,0.3492510877077278,0.4846879640441929,False,21,61.53846153846154,False
197,enterprise_system,large_corporate,9,0.9771098176939261,1.3231651145449672,agile,0.9157683643414924,0.20205849461041786,True,11,22.222222222222232,False
198,data_analytics,sme,11,1.4945642566845248,1.3066352655324924,waterfall,0.39882880161026907,0.49035435638141467,False,13,18.181818181818187,False
199,data_analytics,large_corporate,13,1.1791716995379928,0.8093690459797223,hybrid,0.27304710206252863,0.5115698181972081,False,17,30.76923076923077,False
200,enterprise_system,large_corporate,4,0.5740749072104477,0.7453751405552986,hybrid,0.8000121433829561,0.5958497744565427,True,6,50.0,False
201,enterprise_system,internal,16,1.4928321316819755,0.7730014868392867,agile,0.34049242746493313,0.1950244416139852,False,19,18.75,False
202,web_development,government,7,0.9078942367801904,0.7414395450877619,agile,0.4975167996329408,0.9922616767446503,True,10,42.85714285714286,False
203,web_development,large_corporate,6,0.7874025338454825,1.4535914737514637,agile,0.2226279426327838,0.3197231387262157,False,7,16.666666666666675,False
204,data_analytics,government,4,1.0578791835778856,0.8750757133640861,waterfall,0.30965435403235847,0.27869716318338367,False,10,150.0,False
205,enterprise_system,sme,4,0.8043075918208643,0.9520022130624488,waterfall,0.3385629046079297,0.5741226269703429,True,7,75.0,False
206,web_development,internal,5,0.5864575071201523,0.8430010018120155,waterfall,0.24352810220014237,0.5834873614553998,False,4,-19.999999999999996,True
207,web_development,large_corporate,8,0.5014283430791767,1.940969426227904,agile,0.7253255652982762,0.49583866404991983,False,10,25.0,False
208,enterprise_system,sme,39,0.9495833529202623,1.7964644484125696,waterfall,0.8696062366424939,0.794702931692729,False,37,-5.128205128205132,True
209,web_development,large_corporate,9,1.3368634222265923,0.9226927722921292,agile,0.4986523250927528,0.5649889606557424,False,7,-22.22222222222222,True
